1,1,books/RM_Books/casemate_agnmewy/,9781842177358.epub,9781842177358,"","",Sheri Khan Tarakai and Early Village Life in the Borderlands of North-West Pakistan,Bannu Archaeological Project Surveys and Excavations 1985-2001,Oxbow Books,,20100510,Havertown,US,"","",eng,400,"","","",A01,Cameron A. Petrie,A01,Farid Khan,A01,J. R. Knox,"<SPAN STYLE= `` >Between 1985 and 2001, the collaborative research initiative known as the Bannu Archaeological Project conducted archaeological explorations and excavations in the Bannu region, in what was then the North West Frontier Province (NWFP) of Pakistan, now Khyber-Pakhtunkhwa. The Project involves scholars from the Pakistan Heritage Society, the British Museum, the Institute of Archaeology (UCL), Bryn Mawr College and the University of Cambridge. This is the first in a series of volumes that present the final reports of the exploration and excavations carried out by the Bannu Archaeological Project. It marks the first attempt to contextualise the earliest village settlements in northwest Pakistan, along with those situated in other parts of the borderlands zone at the western margins of South Asia. An extensive range of archaeological data from the Bannu Archaeological Project excavations at Sheri Khan Tarakai, including stratigraphic, architectural, ceramic, lithic, small find and bioarchaeological elements, are presented, along with the results of surveys and excavations at several other sites in the Bannu Basin and the adjacent Gomal Plain. The work establishes the nature of the relationships between these sites and other early villages elsewhere in South, central and greater West Asia.</SPAN>","","","","","","","",8,Casemate Publishers,"","",01,40,USD,"","","","","","",40,,,HIS003000,"",history,9781842177358.jpg,1,1,2016-09-08 16:36:16,sheri-khan-tarakai-and-early-village-life-in-the-borderlands-of-north-west-pakistan-by-cameron-a.-petrie-farid-khan-j.-r.-knox-pdf.html,EPUB,Book,1,"",0,,History,,,,,,0,0,122,0,2018-08-03 16:28:46,0,1,4,310,,,,"<p><SPAN STYLE= `` >Between 1985 and 2001, the collaborative research initiative known as the Bannu Archaeological Project conducted archaeological explorations and excavations in the Bannu region, in what was then the North West Frontier Province (NWFP) of Pakistan, now Khyber-Pakhtunkhwa. The Project involves scholars from the Pakistan Heritage Society, the British Museum, the Institute of Archaeology (UCL), Bryn Mawr College and the University of Cambridge. This is the first in a series of volumes that present the final reports of the exploration and excavations carried out by the Bannu Archaeological Project. It marks the first attempt to contextualise the earliest village settlements in northwest Pakistan, along with those situated in other parts of the borderlands zone at the western margins of South Asia. An extensive range of archaeological data from the Bannu Archaeological Project excavations at Sheri Khan Tarakai, including stratigraphic, architectural, ceramic, lithic, small find and bioarchaeological elements, are presented, along with the results of surveys and excavations at several other sites in the Bannu Basin and the adjacent Gomal Plain. The work establishes the nature of the relationships between these sites and other early villages elsewhere in South, central and greater West Asia.</SPAN></p>",,,"{""0"": {""regions_included"": ""WORLD"", ""sales_rights_type"": ""01""}}",1,,1,22571631,0,17663135,2022-05-18 13:48:47,1,0,1,,,2.47781,0,0,0,,,,0,0,,,0,0,1,0
2,1,books/RM_Books/casemate_agnmewy/,9781782975052.epub,9781782975052,"","","The Early Prehistory of Wadi Faynan, Southern Jordan","Archaeological Survey of Wadis Faynan, Ghuwayr and Al Bustan and Evaluation of the Pre-Pottery Neolithic A Site of WF16",Oxbow Books,,20070322,Havertown,US,"","",eng,640,"","","",A01,Bill Finlayson,A01,Steven Mithen,"","","<SPAN STYLE= `` >This edited volume provides a full report on the Pre-Pottery Neolithic A site of WF16, southern Jordan. Very few sites of PPNA date have been excavated using modern methods, so this report makes a very significant contribution to our understanding of this period. Excavations have shown that the site contains a highly dynamic use of architecture, and the faunal assemblage reveals new information on the processes that lead to the domestication of the goat.</SPAN>","","","","","","","",8,Casemate Publishers,"","",01,75,USD,"","","","","","",75,,,SOC003000,"","social science, sociology",9781782975052.jpg,1,1,2016-09-08 16:36:16,the-early-prehistory-of-wadi-faynan-southern-jordan-by-bill-finlayson-steven-mithen-pdf.html,EPUB,Book,1,"",0,,Social Science,,,,,,0,0,122,0,2022-03-22 15:14:29,0,1,11,871,,,,"<p><SPAN STYLE= `` >This edited volume provides a full report on the Pre-Pottery Neolithic A site of WF16, southern Jordan. Very few sites of PPNA date have been excavated using modern methods, so this report makes a very significant contribution to our understanding of this period. Excavations have shown that the site contains a highly dynamic use of architecture, and the faunal assemblage reveals new information on the processes that lead to the domestication of the goat.</SPAN></p>",,,"{""0"": {""regions_included"": ""WORLD"", ""sales_rights_type"": ""01""}}",1,,1,40114083,0,31010871,2022-04-08 16:45:46,1,0,0,,,1,0,0,0,,,,0,0,,,0,0,1,0
3,1,books/RM_Books/casemate_agnmewy/,9781782975113.epub,9781782975113,"","",Euphrates River Valley Settlement,The Carchemish Sector in the Third Millennium BC,Oxbow Books,,20070711,Havertown,US,"","",eng,286,"","","",A01,Edgar Peltenberg,"","","","","<SPAN STYLE= `` >Pre-state ceremonial monuments, rich mortuary arrangements, forts, walled settlements and temples: all these occur in a narrow stretch of the Euphrates River valley prior to the rise of Carchemish, one of the major capital cities of the Ancient Near East. This well-illustrated book examines recently discovered evidence from the hinterlands of archaeologically inaccessible Carchemish in its regional context. Amongst the 18 contributors Tony Wilkinson characterizes the neighbouring regions of Carchemish, Guy Bunnens elaborates on a site hierarchy within the valley and Gioacchino Falsone appraises unpublished records from excavations at Carchemish itself. These material culture studies are important for those interested in the emergence of complex societies that do not conform to the Mesopotamian paradigm.</SPAN>","","","","","","","",8,Casemate Publishers,"","",01,60,USD,"","","","","","",60,,,HIS002000,"",history,9781782975113.jpg,1,1,2016-09-08 16:36:16,euphrates-river-valley-settlement-by-edgar-peltenberg-pdf.html,EPUB,Book,1,"",0,,History,,,,,,0,0,122,0,2018-08-03 16:28:46,0,1,4,309,,,,"<p><SPAN STYLE= `` >Pre-state ceremonial monuments, rich mortuary arrangements, forts, walled settlements and temples: all these occur in a narrow stretch of the Euphrates River valley prior to the rise of Carchemish, one of the major capital cities of the Ancient Near East. This well-illustrated book examines recently discovered evidence from the hinterlands of archaeologically inaccessible Carchemish in its regional context. Amongst the 18 contributors Tony Wilkinson characterizes the neighbouring regions of Carchemish, Guy Bunnens elaborates on a site hierarchy within the valley and Gioacchino Falsone appraises unpublished records from excavations at Carchemish itself. These material culture studies are important for those interested in the emergence of complex societies that do not conform to the Mesopotamian paradigm.</SPAN></p>",,,"{""0"": {""regions_included"": ""WORLD"", ""sales_rights_type"": ""01""}}",1,,1,24126801,0,18768660,2022-04-08 16:45:46,1,0,0,,,1,0,0,0,,,,0,0,,,0,0,1,0
4,1,books/RM_Books/casemate_agnmewy/,9781782975144.epub,9781782975144,"","",Excavations by K. M. Kenyon in Jerusalem 1961-1967,Volume V Discoveries in Hellenistic to Ottoman Jerusalem Centenary volume: Kathleen M. Kenyon 1906-1978,Oxbow Books,,20080806,Havertown,US,"","",eng,592,"","","",A01,K. Prag,"","","","","<SPAN STYLE= `` >The fifth volume in the series of final reports on the work of the Joint Expedition to Jerusalem in the 1960s describes the discoveries made in six sites in the ancient city and places them in the archaeological and historical context of Jerusalem and the surrounding lands. Among the most debated issues are the extent of the occupation of the city during the Iron Age, the location of the southern defence line in Herodian and Roman times, and the date of the destruction of an Umayyad palatial structure. There is fresh information on the civic amenities of the southern half of the Byzantine city, and on the structure of the Ottoman city defences built under Sulaiman the Magnificent in the sixteenth century. Fine glazed pottery, both locally made and imported, and the wide range of materials reaching Jerusalem through trade and pilgrimage, reflect elite patronage and the high status of the holy city under Islamic rule.</SPAN>","","","","","","","",8,Casemate Publishers,"","",01,75,USD,"","","","","","",75,,,SOC003000,"","social science, sociology",9781782975144.jpg,1,1,2016-09-08 16:36:16,,EPUB,Book,1,"",0,,Social Science,,,,,,0,0,122,0,2018-04-30 17:18:47,0,1,11,871,,,,"<p><SPAN STYLE= `` >The fifth volume in the series of final reports on the work of the Joint Expedition to Jerusalem in the 1960s describes the discoveries made in six sites in the ancient city and places them in the archaeological and historical context of Jerusalem and the surrounding lands. Among the most debated issues are the extent of the occupation of the city during the Iron Age, the location of the southern defence line in Herodian and Roman times, and the date of the destruction of an Umayyad palatial structure. There is fresh information on the civic amenities of the southern half of the Byzantine city, and on the structure of the Ottoman city defences built under Sulaiman the Magnificent in the sixteenth century. Fine glazed pottery, both locally made and imported, and the wide range of materials reaching Jerusalem through trade and pilgrimage, reflect elite patronage and the high status of the holy city under Islamic rule.</SPAN></p>",,,"{""0"": {""regions_included"": ""WORLD"", ""sales_rights_type"": ""01""}}",1,,1,72624537,0,55623451,2022-07-15 22:47:57,1,0,0,,,1.59606,0,0,0,,,,0,0,,,0,0,1,0
5,1,books/RM_Books/casemate_agnmewy/,9781842177808.epub,9781842177808,"","",Landscapes in Transition,"",Council for British Research in the Levant,,20100420,Havertown,US,"","",eng,248,"","","",A01,Bill Finlayson,A01,Graeme Warren,"","","<SPAN STYLE= `` >This volume presents a collection of papers focusing on archaeological approaches to landscape in the context of the adoption of agriculture in Southwest Asia and Northwest Europe. Case studies are presented from these contrasting regions, one where the transition to farming is indigenous, and the other where the transformation is initiated externally. This allows us to consider to what extent hunter-gatherer and farmer landscapes may be different, or the degree to which apparent differences have been constructed by our expectations and traditions of interpretation. While the concept 'landscape' enjoys considerable popularity in archaeological interpretation, it is somewhat ill-defined and inconsistently used. Some have suggested that this fluidity allows landscape to be a 'usefully ambiguous concept' but at times there is a danger that this very ambiguity affords imprecision in our narratives. This is particularly important where differing traditions of archaeological interpretation meet, as, for example, in the transition from hunting and gathering to farming. The transition has been understood as a major division in archaeological practice and attitudes to 'landscape' across the transition reflect this dichotomy. The results of these debates are illuminating, and raise questions beyond the immediate geographical scope of the volume. The contrast between the two regions provides valuable comparisons between traditions of archaeological theory and interpretation and the bodies of evidence. Bill Finlayson is the Director of the Council for British Research in the Levant, Graeme Warren is a College Lecturer in the School of Archaeology, UCD, Ireland.</SPAN>","","","","","","","",8,Casemate Publishers,"","",01,35,USD,"","","","","","",35,,,SOC003000,"","social science, sociology",9781842177808.jpg,1,0,2016-09-08 16:36:16,landscapes-in-transition-by-bill-finlayson-graeme-warren-pdf.html,EPUB,Book,1,"",0,,Social Science,,,,,,0,1,122,0,,286,1,11,871,,,,,,,,1,,1,0,0,5650364,2022-04-08 16:45:46,1,0,1,,,0,0,0,0,,,,0,0,,,0,0,1,0
6,1,books/RM_Books/casemate_agnmewy/,9781842176061.epub,9781842176061,"","","Culture, Chronology and the Chalcolithic","",Council for British Research in the Levant,,20110331,Havertown,US,"","",eng,208,"","","",A01,J. Lovell,A01,Y. Rowan,"","","<SPAN STYLE= `` >To some, the Chalcolithic (4700/4500-3700/3600 BC cal.), as the first period with metallurgy, large sprawling villages, rich mortuary offerings, and cult centres, represents a developmental stage on the road to the urban Bronze Age, the &quot;dawn of history&quot;. Others have called it 'the end of prehistory'. More recent scholarship focuses upon the diversification of the subsistence economy, elaborated craft production, and expanded networks for resource acquisition. Many of today's Chalcolithic specialists were taught by biblical archaeologists, such that the culture history paradigm remains deeply embedded. This volume grew out of a workshop held in Madrid in 2006 and aims to kick start a dialogue about how to move beyond culture history and chronology in order to re-engage with larger theoretical discourses. A vast swathe of research in the region ignores these issues and considers theory to be irrelevant. One has the impression that the political realities of the region (including a predilection for biblical archaeology) has left a large proportion of archaeologists in the region, including prehistorians, lost without a map. Contributors to this volume recognize that culture history is the platform upon which current archaeological research is discussed but differ in the degree of emphasis placed on previously defined entities or phases. Delineating levels of difference and similarity between temporal boundaries is critical in this process. The two themes of this volume - culture and chronology - combine the need for theoretical engagement with the establishment of broader, more precise empirical data using explicit classificatory schemes. This is, essentially, the rock and the hard place where much archaeological debate is wedged, and as such the volume will have resonance for scholars of other periods and regions.</SPAN>","","","","","","","",8,Casemate Publishers,"","",01,40,USD,"","","","","","",40,,,SOC003000,"","social science, sociology",9781842176061.jpg,1,1,2016-09-08 16:36:16,,EPUB,Book,1,"",0,,Social Science,,,,,,0,0,122,0,,0,,11,871,,,,,,,,1,,1,0,1,,2022-04-30 14:49:41,1,0,0,,,0,0,0,0,,,,0,0,,,0,0,1,0
7,1,books/RM_Books/casemate_agnmewy/,9781842176481.epub,9781842176481,"","",Umm al-Biyara,Excavations by Crystal-M. Bennett in Petra 1960-1965,Council for British Research in the Levant,,20110826,Havertown,US,"","",eng,160,"","","",A01,Piotr Bienkowski,"","","","","<SPAN STYLE= `` >Umm al-Biyara, the highest mountain in Petra, southern Jordan, was the first Iron Age Edomite site to be extensively excavated. It was a domestic, unwalled site of stone-built longhouses dating to the 7th-6th centuries BCE. The stratigraphy, pottery, small finds and inscribed material, including the important bulla of Qos-Gabr, King of Edom are described, supplemented by chapters on the use of space and a landscape study of mountain-top sites in the Petra region. The later Nabataean remains on the edge of the summit indicate a major Nabataean complex of buildings, possibly a palace, which would make this the first Nabataean palace in Petra to be explicitly identified.</SPAN>","","","","","","","",8,Casemate Publishers,"","",01,35,USD,"","","","","","",35,,,HIS026000,"",history,9781842176481.jpg,1,0,2016-09-08 16:36:16,umm-al-biyara-by-piotr-bienkowski-pdf.html,EPUB,Book,1,"",0,,History,,,,,,0,1,122,0,,265,,4,340,,,,,,,,1,"cover_WARNING,TOC_WARNING",1,0,1,,2021-10-21 13:47:49,1,0,0,,,0,0,0,0,,,,1,0,,,0,0,0,0
8,1,books/RM_Books/casemate_agnmewy/,9781782970064.epub,9781782970064,"","",Beyond the Fertile Crescent,Late Palaeolithic and Neolithic Communities of the Jordanian Steppe. The Azraq Basin Project Volume 1: Project Background and the Late Palaeolithic (Geological Context and Technology),Oxbow Books,,20131101,Havertown,US,"","",eng,448,"","","",A01,Andrew Garrard,A01,Brian Byrd,"","","<SPAN STYLE= `` >The natural arc of resource-rich land which forms the &lsquo;Fertile Crescent&rsquo; of South-West Asia is regarded as the earliest centre of village-based farming in the world and has been the focus of much of our understanding of the transition from Epipalaeolithic hunter-gathers to Neolithic farmers. Beyond the Fertile Crescent is the first volume of the Azraq Project, a large-scale archaeological and palaeoenvironmental survey and excavation project undertaken between 1982 and 1989 in the ecologically diverse sub-region of the Azraq Basin in north-central Jordan: an area rich in Palaeolithic and Neolithic archaeology. Beginning with an overview to the Project aims, a detailed analysis of past and present environments and land use and the history of excavation in the Basin, Beyond the Fertile Crescent explores the geology, stratigraphy and dating of the Late Palaeolithic sites and provides a detailed description of the technology and typology of the lithic assemblages from the sites. These are then compared with those from the wider Levant, in order to explore possible links between technological traditions and social groups in order to understand the evidence for settlement strategies across the region.<BR></SPAN>","","","","","","","",8,Casemate Publishers,"","",01,45,USD,"","","","","","",45,,,HIS002000,"",history,9781782970064.jpg,1,0,2016-09-08 16:36:16,beyond-the-fertile-crescent-by-andrew-garrard-brian-byrd-pdf.html,EPUB,Book,1,"",0,,History,,,,,,0,1,122,0,2022-02-14 17:07:25,0,1,4,309,,,,"<p><SPAN STYLE= `` >The natural arc of resource-rich land which forms the &lsquo;Fertile Crescent&rsquo; of South-West Asia is regarded as the earliest centre of village-based farming in the world and has been the focus of much of our understanding of the transition from Epipalaeolithic hunter-gathers to Neolithic farmers. Beyond the Fertile Crescent is the first volume of the Azraq Project, a large-scale archaeological and palaeoenvironmental survey and excavation project undertaken between 1982 and 1989 in the ecologically diverse sub-region of the Azraq Basin in north-central Jordan: an area rich in Palaeolithic and Neolithic archaeology. Beginning with an overview to the Project aims, a detailed analysis of past and present environments and land use and the history of excavation in the Basin, Beyond the Fertile Crescent explores the geology, stratigraphy and dating of the Late Palaeolithic sites and provides a detailed description of the technology and typology of the lithic assemblages from the sites. These are then compared with those from the wider Levant, in order to explore possible links between technological traditions and social groups in order to understand the evidence for settlement strategies across the region.<BR></SPAN></p>",,,"{""0"": {""regions_included"": ""WORLD"", ""sales_rights_type"": ""01""}}",1,,1,27951248,0,21652163,2022-02-14 17:08:04,1,0,0,,,1,0,0,0,,,,0,0,,duplicate,0,0,0,0
9,1,books/RM_Books/casemate_agnmewy/,9781842176870.epub,9781842176870,"","",The Invisible Diggers,A Study of British Commercial Archaeology,Oxbow Books,,20090819,Havertown,US,"","",eng,227,"","","",A01,Paul Everill,"","","","","<SPAN STYLE= `` >Since the increasing reliance on developers to fund archaeological work through the 1980s, and the implementation of Planning Policy Guidance Note 16 (PPG16) in 1990, British 'commercial' archaeologists have become increasingly distanced from their academic colleagues. This monograph examines the situation within contemporary 'commercial' archaeology and considers the challenges faced by those employed within that sector, including the impact of commercial working practices on pay and conditions of employment and the process of excavation and knowledge production. This monograph provides a fascinating insight into the working environment of commercial archaeologists and demonstrates how camaraderie and love of their job is often just enough to outweigh the adversity they face in the form of low wages, poor employment conditions and career prospects.</SPAN>","","","","","","","",8,Casemate Publishers,"","",01,24.99,USD,"","","","","","",24.99,,,SOC003000,"","social science, sociology",9781842176870.jpg,1,1,2016-09-08 16:36:16,the-invisible-diggers-by-paul-everill-pdf.html,EPUB,Book,1,"",1,,Social Science,,,,,,0,0,122,0,2001-01-01 01:01:01,0,1,11,871,,,,"<p><SPAN STYLE= `` >Since the increasing reliance on developers to fund archaeological work through the 1980s, and the implementation of Planning Policy Guidance Note 16 (PPG16) in 1990, British 'commercial' archaeologists have become increasingly distanced from their academic colleagues. This monograph examines the situation within contemporary 'commercial' archaeology and considers the challenges faced by those employed within that sector, including the impact of commercial working practices on pay and conditions of employment and the process of excavation and knowledge production. This monograph provides a fascinating insight into the working environment of commercial archaeologists and demonstrates how camaraderie and love of their job is often just enough to outweigh the adversity they face in the form of low wages, poor employment conditions and career prospects.</SPAN></p>",,,"{""0"": {""regions_included"": ""WORLD"", ""sales_rights_type"": ""01""}}",1,NewBookProcessorFailed,1,3353702,0,2853985,2022-07-22 16:31:39,1,0,0,,,1,0,0,0,,,,0,0,,,0,0,1,0
10,1,books/RM_Books/casemate_agnmewy/,9781782974338.epub,9781782974338,"","",An Atlas of Roman Britain,An Atlas of Roman Britain,Oxbow Books,,20070315,Havertown,US,"","",eng,342,"","","",A01,Barri Jones,A01,David J. Mattingly,"","","<SPAN STYLE= `` >First published in 1990, this is a comprehensive atlas containing over 270 detailed and wide-ranging maps, figures, plans and site photographs on all aspects of Roman Britain. The maps cover political and military history as well as the physical geography of Britain and the view Roman geographers had of it. Evidence for economic activity, including mining and pottery production, studies of life in town and country, and of religion, is given in the maps. Major monuments, such as Hadrian's Wall, feature on the larger scale maps and plans.</SPAN>","","","","","","","",8,Casemate Publishers,"","",01,45,USD,"","","","","","",45,,,HIS015000,"",history,9781782974338.jpg,1,1,2016-09-08 16:36:16,an-atlas-of-roman-britain-by-barri-jones-david-j.-mattingly-pdf.html,EPUB,Book,1,"",1,,History,,,,,,0,0,122,0,2001-01-01 01:01:01,0,1,4,313,,,,"<p><SPAN STYLE= `` >First published in 1990, this is a comprehensive atlas containing over 270 detailed and wide-ranging maps, figures, plans and site photographs on all aspects of Roman Britain. The maps cover political and military history as well as the physical geography of Britain and the view Roman geographers had of it. Evidence for economic activity, including mining and pottery production, studies of life in town and country, and of religion, is given in the maps. Major monuments, such as Hadrian's Wall, feature on the larger scale maps and plans.</SPAN></p>",,,"{""0"": {""regions_included"": ""WORLD"", ""sales_rights_type"": ""01""}}",1,NewBookProcessorFailed,1,71985630,0,54569994,2022-07-22 16:31:39,1,0,0,,,3.95562,1,0,0,,,,0,0,,,0,0,1,0
